Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
60	-4.3010755	1.5854509	-1.0	-9.0	4.3010755	-58.063236	4.005677	-48.818855	-67.73226	244000	4.8160555e-08	0.36832565	-0.021945916	-0.24607053	nan	0.01501598	0.07625	70.0	1282.8365309238434
61	-4.298925	1.6339474	-1.0	-10.0	4.298925	-58.733814	3.943329	-49.185024	-68.30606	248000	4.9591065e-08	0.37592173	-0.021815356	-0.25207272	nan	0.015369094	0.09375	31.0	1305.0582349300385
62	-4.3763676	1.6286983	-1.0	-11.0	4.3763676	-59.013165	3.909453	-50.72427	-68.75378	252000	3.403425e-08	0.4227696	-0.020854412	-0.2942809	nan	0.015051365	0.07525	54.0	1328.137454032898
63	-4.381161	1.5584122	-1.0	-12.0	4.381161	-59.573334	4.001377	-50.331017	-69.141464	256000	-1.9848347e-08	0.40644157	-0.023479823	-0.26799318	nan	0.012551759	0.08075	79.0	1350.2677788734436
64	-4.250797	1.5417712	-1.0	-11.0	4.250797	-59.81671	3.9501407	-50.102295	-69.74446	260000	-3.862381e-08	0.36479056	-0.021781305	-0.23972963	nan	0.015011971	0.08625	51.0	1372.4189848899841
65	-4.2713675	1.6122768	-1.0	-10.0	4.2713675	-60.471107	3.9611535	-50.380287	-70.21206	264000	2.4437904e-08	0.3520381	-0.023233721	-0.2385588	nan	0.015019244	0.0765	73.0	1394.7254309654236
66	-4.293233	1.6297935	-1.0	-13.0	4.293233	-60.852234	3.847294	-51.93441	-70.59037	268000	1.45435335e-08	0.35998672	-0.022490853	-0.24030615	nan	0.015022264	0.08	64.0	1416.9258248806
67	-4.329361	1.568195	-1.0	-9.0	4.329361	-61.304905	3.9262428	-52.581127	-71.0497	272000	1.04904174e-07	0.33744603	-0.016655918	-0.2317506	nan	0.015003401	0.066	21.0	1438.3147838115692
68	-4.389682	1.530037	-1.0	-9.0	4.389682	-61.562195	3.910658	-52.419346	-71.43295	276000	2.2411346e-08	0.34987694	-0.02067697	-0.23855808	nan	0.015009192	0.07825	67.0	1460.02170419693
69	-4.26226	1.5650377	-1.0	-12.0	4.26226	-62.212017	3.8471718	-52.51771	-71.91904	280000	-7.629395e-09	0.337308	-0.018397454	-0.2374427	nan	0.015017919	0.0725	48.0	1486.5826919078827
