Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
28	-35.91892	11.50647	-11.0	-66.0	35.91892	-91.77781	1.7322532	-33.721596	-91.854675	116000	3.7789345e-08	6.036513	-0.047846317	-5.0707235	nan	0.015129064	0.658	63.0	668.7467288970947
29	-34.95614	11.154725	-11.0	-65.0	34.95614	-92.84628	0.33172032	-77.22519	-92.862434	120000	1.1587143e-07	2.202355	-0.086259745	-1.5321653	nan	0.015066983	0.382	12.0	691.0889730453491
30	-34.05128	10.882312	-14.0	-60.0	34.05128	-93.72926	0.3536672	-75.631256	-93.74497	124000	-2.5272369e-08	1.6526779	-0.06081636	-1.1196127	nan	0.015106703	0.22825	8.0	713.7807168960571
31	-36.28182	11.823807	-13.0	-80.0	36.28182	-94.49697	0.09633318	-89.81221	-94.501915	128000	-4.4941903e-08	1.3265501	-0.09415998	-0.91151106	nan	0.015303965	0.3265	9.0	735.7640058994293
32	-35.15929	11.91011	-12.0	-67.0	35.15929	-95.228775	0.10951131	-90.68283	-95.23477	132000	1.7642975e-07	0.96946424	-0.1055438	-0.67414224	nan	0.017030949	0.4385	12.0	758.2432289123535
33	-35.464287	11.06388	-13.0	-62.0	35.464287	-95.82891	1.6579409	3.476557	-95.87414	136000	-2.6226044e-09	4.3682523	-0.020729711	-3.0975919	nan	0.015803542	0.23	21.0	781.3647117614746
34	-35.150444	11.466166	-9.0	-64.0	35.150444	-96.36225	0.18352239	-87.98092	-96.36986	140000	-4.518032e-08	0.5835318	-0.08355267	-0.42327827	nan	0.016295407	0.3985	13.0	803.8337290287018
35	-35.20354	10.484003	-17.0	-66.0	35.20354	-96.851494	0.7793233	-58.98706	-96.87093	144000	2.2411346e-08	1.0309548	-0.03352389	-0.8975904	nan	0.015140423	0.5225	47.0	827.9354159832001
36	-36.154545	10.279888	-16.0	-67.0	36.154545	-97.27884	0.6930838	-70.1604	-97.3105	148000	-1.3113022e-08	0.8765211	-0.03914721	-0.666833	nan	0.015497446	0.46775	39.0	851.0608367919922
37	-35.792793	11.999337	-11.0	-73.0	35.792793	-97.65734	0.73262304	-51.425972	-97.6719	152000	2.503395e-08	0.7756913	-0.028398143	-0.68575555	nan	0.015232184	0.55325	57.0	875.363315820694
38	-34.21552	12.253645	-11.0	-71.0	34.21552	-97.994804	0.7952507	-62.87473	-98.023994	156000	-8.106232e-09	0.8104394	-0.027139338	-0.759435	nan	0.002626202	0.5875	79.0	900.9859230518341
39	-35.18584	10.777351	-10.0	-62.0	35.18584	-98.31004	0.30245483	-85.651054	-98.32082	160000	5.00679e-09	0.21270733	-0.042756982	-0.18085775	nan	0.015371321	0.4515	23.0	923.7476847171783
40	-33.325	9.814243	-10.0	-55.0	33.325	-98.53421	2.0775	29.86859	-98.574356	164000	-9.536744e-10	4.411622	-0.009388608	-4.3545094	nan	-0.016860416	0.30425	79.0	950.3019347190857
41	-34.076923	10.674	-9.0	-61.0	34.076923	-98.775665	0.7105931	-53.873898	-98.78848	168000	-1.525879e-08	0.56711644	-0.016346991	-0.5303071	nan	0.0151503375	0.45625	59.0	975.229898929596
42	-34.773914	11.186218	-9.0	-72.0	34.773914	-98.95443	0.79413325	-51.60989	-98.97311	172000	-3.8146974e-09	0.68179244	-0.015904773	-0.6683236	nan	0.002302112	0.506	79.0	1000.8715219497681
43	-32.26829	11.095354	-9.0	-62.0	32.26829	-99.13187	0.103648	-92.61468	-99.13416	176000	-8.8214875e-09	0.03871045	-0.04643633	-0.030849773	nan	0.016012264	0.36875	13.0	1024.5204918384552
44	-35.150444	12.685593	-12.0	-72.0	35.150444	-99.26245	0.12755832	-91.72204	-99.26633	180000	-4.7683715e-09	0.040571965	-0.043344196	-0.033895884	nan	0.015408614	0.49075	23.0	1047.305163860321
45	-34.405174	10.231778	-11.0	-67.0	34.405174	-99.386185	0.095312744	-93.499214	-99.38875	184000	-5.4359436e-08	0.023761995	-0.042069938	-0.017983614	nan	0.015281044	0.422	17.0	1069.9646618366241
46	-36.694443	12.433125	-11.0	-68.0	36.694443	-99.48576	0.048079535	-96.67348	-99.487686	188000	-8.1539156e-08	0.014340223	-0.05589223	-0.0109099	nan	0.017490486	0.32925	10.0	1091.6404929161072
47	-36.327274	10.64306	-17.0	-69.0	36.327274	-99.57554	0.051802106	-97.58811	-99.57815	192000	-3.6239623e-08	0.010595258	-0.057573207	-0.008095686	nan	0.0157444	0.478	18.0	1114.2994668483734
48	-36.833332	10.900645	-12.0	-69.0	36.833332	-99.648766	0.07077585	-96.64315	-99.651596	196000	-4.9710273e-08	0.010589433	-0.04162323	-0.009006033	nan	0.015295466	0.51	27.0	1136.7929117679596
49	-34.701756	10.674556	-12.0	-65.0	34.701756	-99.71125	0.060998082	-96.450554	-99.71343	200000	9.059906e-09	0.0071475073	-0.04031947	-0.006088521	nan	0.015197579	0.54725	32.0	1160.2669718265533
50	-35.309734	10.708593	-13.0	-67.0	35.309734	-99.75767	0.14748757	-91.145065	-99.76163	204000	5.2452087e-09	0.024397356	-0.018644558	-0.0236359	nan	0.001258858	0.5495	79.0	1185.7495279312134
51	-34.736843	10.256408	-11.0	-60.0	34.736843	-99.80064	0.07095136	-96.02982	-99.8034	208000	6.3180923e-09	0.006805393	-0.030333795	-0.0058728843	nan	0.014078509	0.67675	79.0	1211.0471076965332
52	-34.102566	11.633568	-11.0	-72.0	34.102566	-99.837135	0.009195669	-99.48975	-99.83794	212000	-4.553795e-08	0.0011497921	-0.07187968	-0.00081165123	nan	0.018537357	0.3155	7.0	1233.7480907440186
53	-35.92793	11.535852	-12.0	-66.0	35.92793	-99.86033	0.17994092	-89.17392	-99.86593	216000	1.3828277e-08	0.033370778	-0.012897622	-0.030756693	nan	-0.0362054	0.443	79.0	1258.8454546928406
54	-35.34513	11.736615	-9.0	-65.0	35.34513	-99.88519	0.2150383	-88.52486	-99.89172	220000	4.2915342e-09	1.0285945	-0.02143011	-0.050343692	nan	0.019193714	0.036	6.0	1280.8126027584076
55	-35.300884	10.249873	-15.0	-58.0	35.300884	-99.77996	0.396216	-83.16342	-99.797005	224000	-1.0490417e-08	0.15975751	-0.015754117	-0.15201275	nan	-0.07371829	0.3975	79.0	1306.1478998661041
