Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-7.8506875	4.2335205	-1.0	-22.0	7.8506875	0.12670864	0.08591632	0.44490093	-0.2021821	4000	0.30337468	41.73993	0.0	-29.982784	3.5957873	2.3777635	1.0	0.0	25.6380558013916
1	-7.9502983	4.2831583	-1.0	-21.0	7.9502983	-5.1405497	0.39397082	-1.2786472	-5.443538	8000	0.30085048	32.719284	0.0	-23.61087	3.595823	2.3697958	1.0	0.0	49.85516691207886
2	-7.9051385	4.4525266	-1.0	-22.0	7.9051385	-9.483977	1.3152062	0.21130222	-10.142048	12000	0.28857747	21.112133	0.0	-15.4122925	3.5957096	2.3864758	1.0	0.0	73.05191588401794
3	-7.9502983	4.202091	-1.0	-23.0	7.9502983	-12.457082	2.1886125	5.0939054	-14.2709875	16000	0.26480913	11.116833	0.0	-6.809311	3.5955985	2.3909464	1.0	0.0	95.96414065361023
4	-7.6846156	4.0540285	-1.0	-19.0	7.6846156	-14.192252	2.5545447	0.27765328	-16.728655	20000	0.2500299	7.155794	0.0	-4.126547	3.5958254	2.373575	1.0	0.0	119.33066391944885
5	-7.8757396	4.353051	-1.0	-21.0	7.8757396	-15.585877	2.6356428	-1.846193	-18.283812	24000	0.25686973	7.494249	0.0	-4.366754	3.5957782	2.382351	1.0	0.0	141.7575888633728
6	-7.6923075	4.0782657	-1.0	-22.0	7.6923075	-16.93998	2.760747	-0.43090382	-19.920074	28000	0.23031573	6.723184	0.0	-3.5046647	3.5959058	2.3714316	1.0	0.0	164.07509088516235
7	-8.105476	4.183546	-1.0	-21.0	8.105476	-17.70998	2.8951097	-0.39370972	-21.175093	32000	0.241145	7.6714516	0.0	-4.118904	3.595759	2.3806515	1.0	0.0	186.2129008769989
8	-7.9206347	4.164958	-1.0	-22.0	7.9206347	-18.59168	3.0288503	3.7962267	-22.179487	36000	0.23908293	8.55032	0.0	-5.2324877	3.596098	2.3794477	1.0	0.0	209.14296984672546
9	-7.7461243	4.2100244	-1.0	-22.0	7.7461243	-19.653172	3.0556579	1.746263	-23.318123	40000	0.22716372	8.664532	0.0	-5.218021	3.5957148	2.390641	1.0	0.0	235.1843409538269
10	-7.8565817	4.441838	-1.0	-22.0	7.8565817	-20.787968	3.0009358	0.57656986	-24.38514	44000	0.23310754	10.713467	0.0	-6.5770397	3.5956595	2.397382	1.0	0.0	258.6157009601593
11	-7.823875	4.338908	-1.0	-21.0	7.823875	-21.631351	3.248249	-1.8680577	-25.835766	48000	0.236554	9.339895	0.0	-5.8905296	3.5959196	2.392474	1.0	0.0	282.2562189102173
12	-7.766537	4.199774	-1.0	-22.0	7.766537	-22.816341	3.1708171	-3.423019	-26.707445	52000	0.23353845	9.596576	0.0	-6.041052	3.5958548	2.362197	1.0	0.0	304.6761269569397
13	-7.9305553	4.3499155	-1.0	-23.0	7.9305553	-23.973976	3.221445	12.343382	-28.068544	56000	0.22336163	12.4769945	0.0	-8.424456	3.595553	2.374814	1.0	0.0	329.38207173347473
14	-7.8853755	4.419538	-1.0	-23.0	7.8853755	-24.881891	3.5171738	10.450055	-29.377806	60000	0.23120317	11.260414	0.0	-7.437157	3.5957046	2.369083	1.0	0.0	353.1186697483063
15	-7.5329566	4.0356636	-1.0	-21.0	7.5329566	-25.980608	3.5556588	3.7042055	-30.45735	64000	0.21998262	12.07349	0.0	-7.970034	3.5958145	2.3767135	1.0	0.0	377.372172832489
